duration,protocol,src_bytes,dst_bytes,flag,land,wrong_fragment,urgent,count,srv_count,Actual_Label,Predicted_Label,Actual_Label_Name,Predicted_Label_Name,anomaly_score,anomaly_label
-0.9929777927391004,-0.0073216261028699,-0.0230642897603565,0.7566611324802617,-0.4567989396708414,-0.2238062947883613,1.810714534306484,-0.3074061090980733,1.639426314489738,-0.3461777209570185,0,0,BENIGN,BENIGN,0.1004847998098965,1
-0.8698169926424671,-1.227592643247866,-0.2953079932900289,0.5741390612463966,-1.3505554250373866,-0.2238062947883613,1.810714534306484,-0.3074061090980733,-0.6615571505766791,-0.6262171336267606,0,0,BENIGN,BENIGN,0.10727624368134059,1
-0.8698169926424671,-0.0073216261028699,-0.8857160250411256,1.9430545955003844,1.3307140310622492,-0.2238062947883613,-0.4464713723333613,-0.3074061090980733,1.5696995428210587,-0.3461777209570185,1,0,Botnet,BENIGN,0.07561674326256945,1
-0.8698169926424671,-0.0073216261028699,0.2458993691484763,-0.9536382757481776,0.4369575456957039,-0.2238062947883613,-0.4464713723333613,-0.3074061090980733,0.9072952119686052,-0.1011432348709941,0,0,BENIGN,BENIGN,0.15906572821438142,1
-0.3258567922156704,-1.227592643247866,-0.1313057622480576,0.4761179489170987,1.3307140310622492,-0.2238062947883613,-0.4464713723333613,-0.3074061090980733,1.3953826136493603,0.4239306638847722,0,0,BENIGN,BENIGN,0.14950559547575692,1
0.0230988080581237,-0.0073216261028699,-0.5380312952321464,0.2902158393270509,1.3307140310622492,-0.2238062947883613,-0.4464713723333613,-0.3074061090980733,1.2559290703120018,-1.676364931138293,0,0,BENIGN,BENIGN,0.13689368949823888,1
0.0744158080983875,-0.0073216261028699,-0.665953035444884,-0.6866152456097454,1.3307140310622492,-0.2238062947883613,-0.4464713723333613,-0.3074061090980733,1.534836156986719,-0.8362466931290671,0,0,BENIGN,BENIGN,0.1508591622416745,1
1.1828630089680865,1.212949391042126,-0.8955561589036439,-0.1153887634148714,1.3307140310622492,4.468149570795734,-0.4464713723333613,3.015903178448666,-0.8358740797483772,0.7739799297219498,0,0,BENIGN,BENIGN,-0.018053952712152266,-1
2.7018462101598963,-0.0073216261028699,2.5353705144943954,-0.7170355908153896,-1.3505554250373866,-0.2238062947883613,1.810714534306484,-0.3074061090980733,-0.3826500639019618,0.8439897828893853,0,0,BENIGN,BENIGN,0.03174965368555227,1
-0.387437192263987,-0.0073216261028699,-0.1706662976981307,0.3206361845326951,-1.3505554250373866,-0.2238062947883613,-0.4464713723333613,-0.3074061090980733,-0.2083331347302635,-1.0812811792150914,4,0,Infiltration,BENIGN,0.059146063955967665,1
-0.921133992682731,1.212949391042126,0.2852599045985494,0.7025805187813386,0.4369575456957039,-0.2238062947883613,-0.4464713723333613,-0.3074061090980733,-0.8010106939140377,0.2139011043824656,0,0,BENIGN,BENIGN,0.16258822162930997,1
-0.6440221924653062,-1.227592643247866,-0.2428272793565981,-0.3621315634162075,1.3307140310622492,-0.2238062947883613,-0.4464713723333613,-0.3074061090980733,-0.1037429772272446,0.1088863246313124,0,0,BENIGN,BENIGN,0.16988858606041374,1
0.2899472082674957,-0.0073216261028699,0.9839094088373472,1.4766093023471738,1.3307140310622492,-0.2238062947883613,-0.4464713723333613,-0.3074061090980733,0.8724318261342656,0.4939405170522077,0,0,BENIGN,BENIGN,0.13549466778736718,1
